923	92 percent  92 percent of the jobs lost during Barack Obama's first term belonged to women.	11294	Women account for 92.3 percent of the jobs lost under Obama.	CLEAN
923	92 percent  92 percent of the jobs lost during Barack Obama's first term belonged to women.	5797	92 percent of the jobs lost during Barack Obamas first term belonged to women.	CLEAN
115	But I will  but I will tell you this, the socialist says they're going to pay for everything and give you everything for free, except they don't say they're going to raise it through taxes to 90 percent to do it.	5803	Bernie Sanderss plan is "to raise your taxes to 90 percent."	CLEAN
367	For the first time in 35 years, we have more businesses closing than starting.	5802	For the first time in 35 years, we have more businesses closing than starting.	CLEAN
842	Well, you just  you just listed a litany of discredited attacks from Democrats and my political opponents, and I'm not gonna waste 60 seconds detailing them all.	5792	Says a question about his financial skills at the CNBC debate included "discredited attacks from Democrats and my political opponents."	CLEAN_HARD
949	This is a company called Mannatech, a maker of nutritional supplements, with which you had a 10year relationship.	5799	Says he "didnt have an involvement with"nutritional supplement company Mannatech.	CLEAN_HARD
950	They offered claims that they could cure autism, cancer, they paid $7 million to settle a deceptive marketing lawsuit in Texas, and yet you're involvement continued.	5799	Says he "didnt have an involvement with"nutritional supplement company Mannatech.	CONTEXT_DEPENDENT
958	It is absolutely absurd to say that I had any kind of a relationship with them.	5799	Says he "didnt have an involvement with"nutritional supplement company Mannatech.	CONTEXT_DEPENDENT
744	Well, the average small manufacturer, whatever they're manufacturing, drugs or anything, if they have less than 50 employees, the average cost in terms of regulations is $34,000 per employee.	5793	Among manufacturers with fewer than 50 employees, "the average cost in terms of regulations is $34,000 per employee."	CLEAN
916	Not a one of them mentioned the fact that under Barack Obama and the big government economy, the median wage for women has dropped $733.	5796	Under Barack Obama and the big government economy, the median wage for women has dropped $733.	CLEAN
1032	I think you called him Mark Zuckerberg's personal senator because he was in favor of the H1B.	5801	I never said that Marco Rubio was Mark Zuckerbergs personal senator.	CLEAN_HARD
1435	In Florida, we have the lowest instate tuition of any state, because there's accountability, just as John said.	5795	In Florida, we have the lowest instate tuition of any state.	CLEAN
