192	And you look around, and you see what's happening, and this is not the case when he introduced the doctor  very nice, everything perfect but that is not representative of what you have in that line of migration.	5897	Among Syrian refugees, "there aren't that many women, there aren't that many children."	CLEAN_HARD
192	And you look around, and you see what's happening, and this is not the case when he introduced the doctor  very nice, everything perfect but that is not representative of what you have in that line of migration.	5552	Among Syrian refugees and migrants coming into Europe, "there look like very few women. Very few children."	CLEAN_HARD
195	When I look at the migration, I looked at the line, I said it actually on your show recently, where are the women?	5897	Among Syrian refugees, "there aren't that many women, there aren't that many children."	PART_OF
196	It looked like very few women.	5897	Among Syrian refugees, "there aren't that many women, there aren't that many children."	PART_OF
197	Very few children.	5897	Among Syrian refugees, "there aren't that many women, there aren't that many children."	PART_OF
195	When I look at the migration, I looked at the line, I said it actually on your show recently, where are the women?	5552	Among Syrian refugees and migrants coming into Europe, "there look like very few women. Very few children."	PART_OF
196	It looked like very few women.	5552	Among Syrian refugees and migrants coming into Europe, "there look like very few women. Very few children."	PART_OF
197	Very few children.	5552	Among Syrian refugees and migrants coming into Europe, "there look like very few women. Very few children."	PART_OF
473	Unfortunately, Governor Christie has endorsed many of the ideas that Barack Obama supports, whether it is Common Core or gun control or the appointment of Sonia Sotomayor or the donation he made to Planned Parenthood.	5549	I didnt support Sonia Sotomayor.	CLEAN_HARD
138	If she gets elected, she's under investigation with the FBI right now.	5550	Says Hillary Clinton "isunder investigation with the FBI right now."	CLEAN
139	If she gets elected, her first 100 days, instead of setting an agenda, she might be going back and forth between the White House and the courthouse.	5550	Says Hillary Clinton "isunder investigation with the FBI right now."	CLEAN_HARD
740	Eric Holder said he viewed his mission as brainwashing the American people against guns.	5548	Says President Barack Obama "appointed Eric Holder as attorney general. Eric Holder said he viewed his mission as brainwashing the American people against guns."	CLEAN
47	But we have the lowest percentage of Americans working today of any year since 1977.	5551	We have the lowest percentage of Americans working today of any year since 1977.	CLEAN
48	Median wages have stagnated.	5551	We have the lowest percentage of Americans working today of any year since 1977.	CLEAN_HARD
49	And the ObamaClinton economy has left behind the working men and women of this country.	5551	We have the lowest percentage of Americans working today of any year since 1977.	CLEAN_HARD
1591	In fact, the only budget you have ever voted for, Ted, in your entire time in the Senate is a budget from Rand Paul that brags about how it cuts defense.	5593	The only budget Ted Cruz "ever voted for in his time in the Senate is a budget that cut defense spending by more than Barack Obama proposes we cut it."	CLEAN
1616	And by the way, the attack he keeps throwing out on the military budget, Marco knows full well I voted for his amendment to increase military spending to $697 billion.	5547	Says Marco Rubio "knows full well I voted for his amendment to increase military spending to $697 billion."	CLEAN
1579	You used to say that you were in favor of birthright citizenship, now you say that you are against it.	5546	Says Sen. Ted Cruz used to be "in favor of birthright citizenship" but is now against it.	CLEAN
1579	You used to say that you were in favor of birthright citizenship, now you say that you are against it.	6000	It has been the law since the beginning of the country that the children of American citizens born ... abroad are American citizens by birth.	CLEAN_HARD
