27	Everyone is listening to you now, you came by the tens of millions to become part of a historic movement, the likes of which the world has never seen before.	3878	We had a massive landslide victory, as you know, in the Electoral College.	CLEAN
32	Mothers and children trapped in poverty in our inner cities, rustedout factories, scattered like tombstones across the landscape of our nation, an education system flush with cash but which leaves our young and beautiful students deprived of all knowledge.	4031	Nearly half of AfricanAmerican children under the age of 6 are living in abject poverty.	CONTEXT_DEPENDENT
32	Mothers and children trapped in poverty in our inner cities, rustedout factories, scattered like tombstones across the landscape of our nation, an education system flush with cash but which leaves our young and beautiful students deprived of all knowledge.	4283	Our AfricanAmerican communities are absolutely in the worst shape they've ever been in before. Ever. Ever. Ever.	CLEAN_HARD
32	Mothers and children trapped in poverty in our inner cities, rustedout factories, scattered like tombstones across the landscape of our nation, an education system flush with cash but which leaves our young and beautiful students deprived of all knowledge.	4290	We spend more per student than almost any other major country in the world.	CONTEXT_DEPENDENT
33	And the crime and the gangs and the drugs that have stolen too many lives and robbed our country of so much unrealized potential.	5688	Says crime statistics show blacks kill 81 percent of white homicide victims.	CONTEXT_DEPENDENT
33	And the crime and the gangs and the drugs that have stolen too many lives and robbed our country of so much unrealized potential.	3941	Says there are "probably 2 million, it could be even 3 million" criminal immigrants in the country illegally.	CONTEXT_DEPENDENT
33	And the crime and the gangs and the drugs that have stolen too many lives and robbed our country of so much unrealized potential.	4582	Illegal immigration and the crime rate are as low as theyve been in decades.	CONTEXT_DEPENDENT
33	And the crime and the gangs and the drugs that have stolen too many lives and robbed our country of so much unrealized potential.	4165	We have an increase in murder within our cities, the biggest in 45 years.	CONTEXT_DEPENDENT
40	We have defended other nations' borders while refusing to defend our own.	6049	Says "56 percentof (the U.S.Mexico) border is not under our control."	CLEAN_HARD
41	And spent trillions and trillions of dollars overseas while America's infrastructure has fallen into disrepair and decay.	4042	Weve spent $6 trillion on the wars in the Middle East.	CLEAN
39	For many decades, we have enriched foreign industry at the expense of American industry, subsidized the armies of other countries while allowing for the very sad depletion of our military.	5560	We spend more on our military than the next eight nations combined.	CLEAN_HARD
39	For many decades, we have enriched foreign industry at the expense of American industry, subsidized the armies of other countries while allowing for the very sad depletion of our military.	7200	Under sequestration, the military was cut "down to the smallest Army since 1940, the smallest Navy since 1915."	CLEAN_HARD
42	Weve made other countries rich while the wealth, strength and confidence of our country has dissipated over the horizon.	3772	We've made other countries rich while the wealth ... of our country has dissipated over the horizon.	CLEAN
61	We will follow two simple rules, buy American and hire American.We will seek friendship and goodwill with the nations of the world, but we do so with the understanding that it is the right of all nations to put their own interests first.	4612	Says Trump shirts are made in Bangladesh, Trump suits in Mexico, Trump Vodka in the Netherlands, Trump crystal barware in Slovenia and his cufflinks and ties in China.	CLEAN_HARD
61	We will follow two simple rules, buy American and hire American.We will seek friendship and goodwill with the nations of the world, but we do so with the understanding that it is the right of all nations to put their own interests first.	5879	Says Donald Trumps "Make America Great Again"hats were made in China.	CLEAN_HARD
61	We will follow two simple rules, buy American and hire American.We will seek friendship and goodwill with the nations of the world, but we do so with the understanding that it is the right of all nations to put their own interests first.	4093	Says Donald Trump "used undocumented labor to build the Trump Tower."	CLEAN_HARD
61	We will follow two simple rules, buy American and hire American.We will seek friendship and goodwill with the nations of the world, but we do so with the understanding that it is the right of all nations to put their own interests first.	4586	Says Donald Trump "games the U.S. visa system so he can hire temporary foreign workers at low wages."	CLEAN_HARD
