18	The next day they have a massive riot, and death, and problems. Huma	3653	Look at whats happening last night in Sweden. Sweden, who would believe this? Sweden. They took in large numbers. Theyre having problems like they never thought possible.	CLEAN
67	Here, headline, for the front page of the New York Times , "Wiretapped data used in inquiry of Trump aides."	3598	Everybody acts like President Trump is the one that came up with this idea. ...There are multiple news outlets that have reported former President Barack Obama ordered wiretappingon Trump.	CLEAN_HARD
67	Here, headline, for the front page of the New York Times , "Wiretapped data used in inquiry of Trump aides."	3550	Says "the New York Times wrote about" Barack Obama wiretapping Donald Trump during the election.	CLEAN
77	The claim that Muslims celebrated on 911 in New Jersey...	5695	I watched in Jersey City, N.J., where thousands and thousands of people were cheering as the World Trade Center collapsed.	CLEAN
22	you know, what I tweeted about that whole deal, and then it turned out he had it, all of Hillary's email on his thing.	4008	The FBI has reopened its investigation into Hillary Clinton ... and discovered another 650,000 emails.	CLEAN
23	NATO, obsolete , because it doesn't cover terrorism.	4470	I had previously said that NATO was obsolete because it failed to deal adequately with terrorism. Since my comments, they have changed their policy and now have a new division focused on terror threats.	CONTEXT_DEPENDENT
24	They fixed that, and I said that the allies must pay.	4470	I had previously said that NATO was obsolete because it failed to deal adequately with terrorism. Since my comments, they have changed their policy and now have a new division focused on terror threats.	CONTEXT_DEPENDENT
185	And when Germany was over here I said, we are going to have a great relationship with Germany but you have to pay your NATO bills, and they don't even dispute it, ok.	3540	Germany owes ... vast sums of money to NATO  the United States must be paid more for the powerful, and very expensive, defense it provides to Germany!	CLEAN
75	One of my ideas here is that throughout the campaign and now as president, you have used disputed statements, this is one of them that is disputed, the claim that three million undocumented people voted in the election...	3913	Says he "won the popular vote if you deduct the millions of people who voted illegally."	CLEAN
75	One of my ideas here is that throughout the campaign and now as president, you have used disputed statements, this is one of them that is disputed, the claim that three million undocumented people voted in the election...	3929	Report 3 million votes in presidential election cast by illegal aliens.	CLEAN_HARD
149	A Ted Cruz article referred to a newspaper story with, had a picture of Ted Cruz, his father, and Lee Harvey Oswald, having breakfast.	5010	Says Ted Cruzs father "was with Lee Harvey Oswald" before the assassination of President John F. Kennedy.	CLEAN
270	I inherited a mess in the Middle East, and a mess with North Korea, I inherited a mess with jobs, despite the statistics, you know, my statistics are even better, but they are not the real statistics because you have millions of people that can't get a job, ok. And I inherited a mess on trade.	5425	Don't believe those phony numbers when you hear 4.9 and 5 percent unemployment. The number's probably 28, 29, as high as 35. In fact, I even heard recently 42 percent.	CLEAN_HARD
270	I inherited a mess in the Middle East, and a mess with North Korea, I inherited a mess with jobs, despite the statistics, you know, my statistics are even better, but they are not the real statistics because you have millions of people that can't get a job, ok. And I inherited a mess on trade.	5914	The unemployment rate may be as high as "42 percent."	CLEAN_HARD
270	I inherited a mess in the Middle East, and a mess with North Korea, I inherited a mess with jobs, despite the statistics, you know, my statistics are even better, but they are not the real statistics because you have millions of people that can't get a job, ok. And I inherited a mess on trade.	6305	Our real unemployment is anywhere from 18 to 20 percent. Don't believe the 5.6. Don't believe it.	CLEAN_HARD
